Company,Symbol,Sector,SecurityId,1Y Return %,6M Return %,1M Return %,1W Return %,1D Return %,PDH,PDL,PDC,Trend
Reliance Industries Ltd.,RELIANCE,Oil Gas & Consumable Fuels,2885,-5.90922487474212,-5.964653902798233,-2.355100168221437,-2.5041991143686024,-0.777000777000777,1291.8,1280.0,1287.0,BEARISH
Reliance Power Ltd.,RPOWER,Power,15259,-49.7040072859745,-3.8729329852045282,-5.6386159760786,-4.330879168471199,-1.6035634743875253,22.88,22.39,22.45,BEARISH
SBFC Finance Ltd.,SBFC,Financial Services,18026,-6.420454545454548,5.3742802303262875,9.314159292035384,7.1451805269434985,0.07088607594936018,101.05,98.12,98.75,MIXED
SBI Cards and Payment Services Ltd.,SBICARD,Financial Services,17971,-19.757311761045425,-13.63027461486939,-2.3328031507990574,-0.8534522528063901,0.5771780672334523,649.4,638.0,641.05,BEARISH
SBI Life Insurance Company Ltd.,SBILIFE,Financial Services,21808,-3.6001107726391584,-14.35390217498278,-7.518597236981934,-1.2089908048586646,-1.1697234682868611,1782.0,1747.8,1761.1,BEARISH
SJVN Ltd.,SJVN,Power,18883,-30.909673286354906,-7.873006833712987,-5.698047216554956,-1.6565349544073003,-0.26202219482121103,65.46,64.75,64.88,BEARISH
SRF Ltd.,SRF,Chemicals,3273,-9.730644478916936,0.9223492313756441,-2.367969494756908,-0.7904525728456328,-1.1390401173790494,2615.0,2582.0,2589.9,MIXED
Sagility Ltd.,SAGILITY,Information Technology,27052,7.248689309322999,21.138002059732216,8.410138248847923,8.83645616470044,1.5321536469572588,46.4,44.3,46.34,BULLISH
Sai Life Sciences Ltd.,SAILIFE,Healthcare,27839,76.99769613192674,46.50474230942942,10.99536156946241,1.6574970401838536,-1.7037037037037006,1506.3,1473.8,1485.0,BULLISH
Sammaan Capital Ltd.,SAMMAANCAP,Financial Services,30125,18.03000968054212,0.23979172375993033,-9.924275072338856,-2.06827309236948,0.34979423868312126,148.74,145.1,145.8,MIXED
Samvardhana Motherson International Ltd.,MOTHERSON,Automobile and Auto Components,4204,84.02156334231806,32.67003497862417,13.220563847429522,0.9940828402366905,3.0676328502415537,167.15,164.68,165.6,BULLISH
Sapphire Foods India Ltd.,SAPPHIRE,Consumer Services,6718,-28.32594404525302,19.22587864299882,26.63281292204634,-5.972723626153234,1.257019438444923,242.4,230.01,231.5,MIXED
Sarda Energy and Minerals Ltd.,SARDAEN,Metals & Mining,17758,-16.620706944096273,-8.408298145768324,-3.4262485481997764,-1.597633136094679,-1.8396458435809195,514.05,505.7,508.25,BEARISH
Saregama India Ltd,SAREGAMA,Media Entertainment & Publication,4892,-0.4976155919552217,45.95498783454987,-8.2145930955341,-5.911185177923739,-2.6176948051948123,498.95,486.0,492.8,MIXED
Schaeffler India Ltd.,SCHAEFFLER,Automobile and Auto Components,1011,3.8113461240109654,-6.756160438488506,-1.5787409295940291,-0.13928962292308997,-0.4611494024892128,4081.0,4015.0,4033.4,MIXED
Schneider Electric Infrastructure Ltd.,SCHNEIDER,Capital Goods,31234,42.24711235561778,39.6243701328447,-10.042057109127125,5.248618784530382,1.4393876362426121,1217.9,1184.4,1201.9,MIXED
Shipping Corporation of India Ltd.,SCI,Services,3048,36.92671394799055,13.058754635955513,-0.6347572482415391,0.39868261397123733,-3.160006687844838,303.7,294.2,299.05,MIXED
Shree Cement Ltd.,SHREECEM,Construction Materials,3103,-20.75149444918873,-11.196172248803828,-10.9575897140664,-3.413821815154038,-3.3333333333333335,24485.0,23900.0,24000.0,BEARISH
Shriram Finance Ltd.,SHRIRAMFIN,Financial Services,4306,91.27962085308059,5.453681710213785,6.038024266743101,-0.813226094727427,2.1161100377219615,1106.7,1083.2,1086.9,MIXED
Shyam Metalics and Energy Ltd.,SHYAMMETL,Capital Goods,4693,20.788688832431244,30.34926689712719,6.031222728594982,9.24075924075924,-0.5728314238952495,1111.0,1039.6,1099.8,BULLISH
Siemens Energy India Ltd.,ENRIN,Capital Goods,756871,-4.305312750007413,8.641975308641978,-0.037142503404737924,-7.347161258857617,-0.40091284771479674,3290.0,3227.2,3242.6,MIXED
Siemens Ltd.,SIEMENS,Capital Goods,3150,31.54029441524954,20.60090974383529,7.180851063829788,-2.0418084589207584,-1.4428955734898508,4113.0,4060.0,4089.0,MIXED
Signatureglobal (India) Ltd.,SIGNATURE,Realty,18743,-29.30860343402809,-19.860518372020408,-6.161252970930595,-3.2059341211968824,-1.1998716714789892,786.2,776.25,779.25,BEARISH
Sobha Ltd.,SOBHA,Realty,13826,-12.174825174825168,-7.627243306854944,-8.475440897828301,-2.5754402296175485,-1.125806959533928,1283.2,1265.3,1270.2,BEARISH
Solar Industries India Ltd.,SOLARINDS,Chemicals,13332,45.76295759333092,43.741511187361496,9.33608830406177,0.918444165621079,-1.4313725490196079,20672.0,20247.0,20400.0,BULLISH
Sona BLW Precision Forgings Ltd.,SONACOMS,Automobile and Auto Components,4684,83.51201895948537,57.187046882551954,5.6732518845853885,-0.05531653349723977,-0.23926380368098718,824.6,803.05,815.0,MIXED
Sonata Software Ltd.,SONATSOFTW,Information Technology,6596,-16.759298845660542,12.219020172910668,-9.427818266397885,-4.7921760391198,-4.120157583716353,305.45,289.7,304.6,MIXED
Star Health and Allied Insurance Company Ltd.,STARHEALTH,Financial Services,7083,27.056059080228255,23.076089312811614,-5.532445923460898,-0.9162303664921465,-1.0026155187445511,586.1,571.5,573.5,MIXED
State Bank of India,SBIN,Financial Services,3045,32.087227414330215,-10.916883771745532,3.17305820517811,1.9721019721019721,1.1933174224343674,1051.2,1040.5,1047.5,MIXED
Steel Authority of India Ltd.,SAIL,Metals & Mining,2963,64.33507500421372,17.760734343861344,15.36413654380879,8.544391873086553,-2.5,200.96,192.55,200.0,BULLISH
Sumitomo Chemical India Ltd.,SUMICHEM,Chemicals,17105,-8.601960611145444,30.077928607340382,1.4011365863217782,-1.1462412837902378,-0.07724244472337109,528.95,517.5,517.85,MIXED
Sun Pharmaceutical Industries Ltd.,SUNPHARMA,Healthcare,3351,24.477892756349952,13.255349500713265,-0.286360211002263,3.916230366492144,3.3749999999999973,1931.0,1903.8,1920.0,MIXED
Sun TV Network Ltd.,SUNTV,Media Entertainment & Publication,13404,-14.231830726770934,-25.481576212932616,-8.355450702840853,-0.5546666666666715,-1.7597471022128603,481.2,463.3,474.5,BEARISH
Sundaram Finance Ltd.,SUNDARMFIN,Financial Services,3339,1.0303313527827889,-14.355781927938125,-2.692043895747607,0.7746775876229082,-0.752011192724721,4646.9,4545.5,4574.4,MIXED
Supreme Industries Ltd.,SUPREMEIND,Capital Goods,3363,-20.401681875111823,-9.994436295584437,2.700986899059269,-1.16634268258817,-2.1419340647254552,3710.0,3581.1,3636.9,MIXED
Supreme Petrochem Ltd.,SPLPETRO,Chemicals,9617,-4.59333900412223,7.59297520661156,2.229544976512652,5.445472953427824,4.023685524719973,717.0,691.95,700.85,MIXED
Suzlon Energy Ltd.,SUZLON,Capital Goods,12018,-15.78947368421052,16.043956043956044,-1.0206207040199853,0.9989373007439023,1.5601624278692114,47.05,46.5,46.79,MIXED
Swan Corp Ltd.,SWANCORP,Chemicals,27095,-34.04542388126826,-20.47180043383948,-4.710851202079272,-3.1693628260151754,-1.6266979708200457,305.3,296.5,298.15,BEARISH
Swiggy Ltd.,SWIGGY,Consumer Services,27066,-31.201952410006108,-2.4567474048442985,-1.0391069297198752,-0.8267370272647397,0.4991087344028439,284.7,280.1,280.5,BEARISH
Syngene International Ltd.,SYNGENE,Healthcare,10243,-35.97220003195398,-2.7895694360218317,3.848147188390781,0.5520010036381856,-0.6569162121963257,417.9,402.7,403.4,MIXED
Syrma SGS Technology Ltd.,SYRMA,Capital Goods,10793,90.7733156322602,83.91245920522172,5.136084284460056,-1.56860058908145,-2.53001424404802,1505.0,1470.0,1474.3,MIXED
TBO Tek Ltd.,TBOTEK,Consumer Services,23740,33.48887019046891,48.44334807757741,13.969435736677108,2.4420311124156093,3.7083259047958554,1717.5,1659.2,1682.7,BULLISH
TVS Motor Company Ltd.,TVSMOTOR,Automobile and Auto Components,8479,32.49404870902766,13.85224620387612,0.6538220769284231,-0.5087658989343375,0.8619487942010216,4425.0,4161.5,4304.2,MIXED
Tata Chemicals Ltd.,TATACHEM,Chemicals,3405,-30.16183338763984,-9.493982687029353,-4.535669215351489,2.5600127601882057,-1.9443385436523064,674.8,644.5,655.75,MIXED
Tata Communications Ltd.,TATACOMM,Telecommunication,3721,11.287614619656477,11.583036581417941,-1.878843088134821,2.066923304708326,1.693515076414707,1704.0,1678.1,1694.7,MIXED
Tata Consultancy Services Ltd.,TCS,Information Technology,11536,-22.219340616591555,-8.195905873349908,1.4245857287791797,5.043562015673582,2.4466268146883086,2348.5,2263.3,2342.0,MIXED
Tata Consumer Products Ltd.,TATACONSUM,Fast Moving Consumer Goods,3432,-2.6187347475126797,-7.794169925346608,-4.2101375680915805,-2.3529411764705883,-0.3074853464014649,1047.0,1030.4,1040.7,BEARISH
Tata Elxsi Ltd.,TATAELXSI,Information Technology,3411,-31.627818112342375,-19.56937046276943,-2.567453510849742,-2.583367360827551,-2.8873812754409793,3708.0,3645.0,3685.0,BEARISH
Tata Investment Corporation Ltd.,TATAINVEST,Financial Services,1621,-5.773604284351832,0.19502301271550043,-5.48237545073221,-0.5805402894960909,0.5401174168297527,656.4,637.6,638.75,MIXED
Tata Motors Passenger Vehicles Ltd.,TMPV,Automobile and Auto Components,3456,-23.73885774957406,-16.662169454937935,-9.094922737306836,-1.7652671755725047,-3.303068252974313,319.4,313.3,319.4,BEARISH
Tata Power Co. Ltd.,TATAPOWER,Power,3426,-7.256447948683678,-5.79611782272296,-8.852114525873388,-7.095046854082998,-1.3784283075174144,352.95,349.25,351.85,BEARISH
Tata Steel Ltd.,TATASTEEL,Metals & Mining,3499,19.335836354220614,-12.634472299891,-2.8151194053455657,-1.0466988727858384,-1.1528150134048287,188.79,184.08,186.5,MIXED
Tata Technologies Ltd.,TATATECH,Information Technology,20293,26.443514644351456,43.18573397656788,11.154952183508323,4.206896551724132,-0.3955174686882086,839.7,796.7,834.35,BULLISH
Tata Teleservices (Maharashtra) Ltd.,TTML,Telecommunication,8954,-31.22994652406418,-3.2355154251316764,-3.4292866082603366,3.23789135670324,-0.6694129763130924,40.5,36.44,38.84,MIXED
Tech Mahindra Ltd.,TECHM,Information Technology,13538,9.896044282435527,21.004905604281245,-1.4110095076606284,2.7777777777777777,-0.7861539399110299,1642.0,1598.0,1640.9,MIXED
Techno Electric & Engineering Company Ltd.,TECHNOE,Construction,6445,-35.07965888808092,-14.544900800556917,0.1785167805773743,-1.6031260958869797,-4.236957581667484,1041.5,992.5,1025.5,MIXED
Tega Industries Ltd.,TEGA,Capital Goods,7105,-14.1101304889274,-9.82833105957254,6.78559407606866,-6.9236636742357565,-4.364864050159769,1687.1,1616.2,1658.7,MIXED
Tejas Networks Ltd.,TEJASNET,Telecommunication,21131,-4.078485134093043,15.483804415102128,9.113060428849902,9.905752994305908,1.7449786421884983,576.85,538.0,550.15,MIXED
The New India Assurance Company Ltd.,NIACL,Financial Services,399,1.5776054392860932,34.17765927589109,10.14284068655684,3.884180790960439,2.6242352688633606,191.91,185.5,186.34,BULLISH
The Ramco Cements Ltd.,RAMCOCEM,Construction Materials,2043,-15.977264042797096,-20.033639421765624,-4.214538524367007,-2.69388206660029,-1.7975771785853876,899.45,883.4,895.65,BEARISH
Thermax Ltd.,THERMAX,Capital Goods,3475,21.63611422870682,25.785028048230053,-9.391546679052487,-2.073189096932883,-1.080066933725468,3998.9,3934.4,3944.2,MIXED
Timken India Ltd.,TIMKEN,Capital Goods,14198,9.050619763174298,-6.625952388011029,0.13352832708081064,2.2365046904924237,-0.006349609499024473,3207.2,3142.4,3149.8,MIXED
Titagarh Rail Systems Ltd.,TITAGARH,Capital Goods,15414,-0.8964264082374291,21.85894093989722,-0.8603974793989363,-2.7749717749123564,-2.065002693481774,843.4,826.8,835.35,MIXED
Titan Company Ltd.,TITAN,Consumer Durables,3506,40.60846560846559,19.48575041566165,4.66032162783065,0.4607206142941452,-1.292269596842842,5169.9,5136.0,5169.2,BULLISH
Torrent Pharmaceuticals Ltd.,TORNTPHARM,Healthcare,3518,42.31136580706781,15.947999633800242,-1.1087686421488283,3.673385858999284,0.31683168316831684,5050.0,4967.0,5050.0,MIXED
Torrent Power Ltd.,TORNTPOWER,Power,13786,-0.9940519840299882,-21.853495401633555,-14.023915658388173,-2.503410093877882,-0.21351728668802958,1237.4,1212.6,1217.7,BEARISH
Transformers And Rectifiers (India) Ltd.,TARIL,Capital Goods,15174,-35.98531211750306,3.1558185404339327,5.834738617200679,3.8728897715988047,3.410776075135944,308.45,301.6,303.45,MIXED
Travel Food Services Ltd.,TRAVELFOOD,Consumer Services,757545,3.760479041916161,10.463238419039516,-0.2532811420677091,-0.5509641873278271,0.14641288433381086,1336.6,1290.0,1297.7,MIXED
Trent Ltd.,TRENT,Consumer Services,1964,-18.463089110480684,12.247045617536102,-4.19175621278153,-0.8640275387263308,-0.6245686680469258,2911.2,2875.8,2898.0,MIXED
Trident Ltd.,TRIDENT,Textiles,9685,-11.655096821337235,-1.063829787234049,-2.1448806151355773,-1.023331968890708,-0.5756578947368444,24.48,24.27,24.32,BEARISH
Triveni Turbine Ltd.,TRITURBINE,Capital Goods,25584,11.37545752263532,23.80085653104925,-3.91391058667111,0.23404993065187638,-0.37049801826641005,592.95,578.0,580.3,MIXED
Tube Investments of India Ltd.,TIINDIA,Automobile and Auto Components,312,-6.131820637493244,-2.0298844093600192,0.980748274609517,-3.4722222222222223,-2.112676056338028,2885.7,2831.5,2840.0,MIXED
UCO Bank,UCOBANK,Financial Services,11223,-11.737588652482266,-12.941587967820913,-4.891096675582732,-3.8624951718810348,-2.3155416012558865,25.71,25.35,25.48,BEARISH
UNO Minda Ltd.,UNOMINDA,Automobile and Auto Components,14154,-0.23455824863174357,11.890564714135381,8.089792460821686,1.9739470950211817,0.0,1283.1,1263.4,1276.0,MIXED
UPL Ltd.,UPL,Chemicals,11287,-21.446035626964722,-9.729469374648795,-6.95846433890451,-1.687357929707987,-1.532399299474606,580.05,569.55,571.0,BEARISH
UTI Asset Management Company Ltd.,UTIAMC,Financial Services,527,-32.43694218083043,-9.974146845915206,-3.6042520208171926,-1.7936713858649773,-1.9319589951560314,896.45,886.15,887.7,BEARISH
UltraTech Cement Ltd.,ULTRACEMCO,Construction Materials,11532,-9.414556962025317,-8.553629901765035,-3.8057632529614382,-0.46940194714881783,-1.1994132366899646,11746.0,11523.0,11589.0,BEARISH
Union Bank of India,UNIONBANK,Financial Services,10753,51.121615125781126,-4.79483167617221,10.155337537958413,2.739651416122005,1.4139784946236533,186.31,184.09,186.0,MIXED
United Breweries Ltd.,UBL,Fast Moving Consumer Goods,16713,-29.27409329225447,-17.699226366438143,-7.774175359458694,-2.836563451399721,-1.918896634435193,1345.2,1330.0,1334.1,BEARISH
United Spirits Ltd.,UNITDSPR,Fast Moving Consumer Goods,10447,13.653699466056446,9.029708766281288,-1.7085559733491715,-4.180064308681672,-1.3245033112582782,1540.0,1497.7,1510.0,MIXED
Usha Martin Ltd.,USHAMART,Capital Goods,8840,30.78636959370904,18.529516569663855,0.6048996874684948,1.7019975540154841,1.31993095745761,498.7,487.5,492.45,BULLISH
Vardhman Textiles Ltd.,VTL,Textiles,2073,34.80617414869799,4.4840182648401745,-2.3472174803687267,-4.586773413393379,-3.492197385069599,598.45,587.5,592.75,MIXED
Varun Beverages Ltd.,VBL,Fast Moving Consumer Goods,18921,-17.797393000102637,-10.071861666292392,-9.461903685281488,-6.4369158878504695,-3.272946859903384,420.9,412.2,414.0,BEARISH
Vedanta Ltd.,VEDL,Metals & Mining,3063,76.7246855545674,2.774391370202073,5.27909176915799,0.43321299638988764,-3.3860045146726865,289.5,282.4,287.95,BULLISH
Vijaya Diagnostic Centre Ltd.,VIJAYA,Healthcare,5585,50.66481444731099,55.08119701766929,12.942576614102943,2.4284943335132216,4.537005163511194,1479.9,1440.0,1452.5,BULLISH
Vishal Mega Mart Ltd.,VMM,Consumer Services,27969,-25.9487316779332,-5.621427962125739,3.305322128851547,-2.5198237885462547,3.401869158878505,108.5,107.0,107.0,MIXED
Vodafone Idea Ltd.,IDEA,Telecommunication,14366,120.80123266563945,39.2614188532556,10.146041506533438,1.8479033404406524,-2.3841961852861013,15.1,14.6,14.68,BULLISH
Voltas Ltd.,VOLTAS,Consumer Durables,3718,-13.071324599708872,-20.325528650523637,-10.12115283317029,-3.8325281803542603,-0.46666666666665907,1225.0,1195.0,1200.0,BEARISH
Waaree Energies Ltd.,WAAREEENER,Capital Goods,25907,-23.42739564961787,-1.4489463927666244,-2.805760764122074,-2.609540900254231,-1.3257575757575757,2650.0,2593.2,2640.0,BEARISH
Welspun Corp Ltd.,WELCORP,Capital Goods,11821,183.83190883190883,192.4234085488901,44.85641584878227,-0.7554374896231039,0.7245766281910783,2443.9,2351.0,2373.8,MIXED
Welspun Living Ltd.,WELSPUNLIV,Textiles,11253,79.48225393340653,57.76312615582536,25.824034885212267,3.03523604474085,3.019006615562323,195.35,188.99,190.46,BULLISH
Whirlpool of India Ltd.,WHIRLPOOL,Consumer Durables,18011,-38.24773181608488,-12.161644884344074,0.03113712791132146,4.434041999869972,-1.2419305256686164,835.0,806.1,813.25,MIXED
Wipro Ltd.,WIPRO,Information Technology,3787,-26.025419991179184,-7.0856624867804765,0.4628369180506367,1.7594175721140575,1.9618679193147341,181.85,178.25,180.95,MIXED
Wockhardt Ltd.,WOCKPHARMA,Healthcare,7506,31.957968476357273,43.79389312977099,-3.8781446139715263,-0.9100473435034168,-4.724090840119359,2045.0,1963.1,1977.1,MIXED
Yes Bank Ltd.,YESBANK,Financial Services,11915,19.528795811518307,13.131813676907822,0.26350461133069264,1.0176991150442338,3.3031674208144652,22.36,22.01,22.1,BULLISH
ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,Automobile and Auto Components,16915,8.044742271556933,3.5003756819443907,4.826502336738484,-4.358326100901853,-1.300623052959505,2592.0,2541.2,2568.0,MIXED
Zee Entertainment Enterprises Ltd.,ZEEL,Media Entertainment & Publication,3812,-19.3553946914857,11.153343627509207,-18.30641641204714,-10.509706416754323,-7.812038222835195,106.24,100.85,101.51,MIXED
Zen Technologies Ltd.,ZENTEC,Capital Goods,7508,21.88955878322828,32.235766314850586,9.537002832163518,-6.525508327641467,-2.2526234822262516,1837.0,1805.3,1820.1,MIXED
Zensar Technolgies Ltd.,ZENSARTECH,Information Technology,1076,-40.06639760447858,-19.009500351864876,-9.371001082783732,-3.470329209477869,-2.1780705482362936,475.0,464.35,470.6,BEARISH
Zydus Lifesciences Ltd.,ZYDUSLIFE,Healthcare,7929,18.373171601855155,28.05160436652332,3.061767838125666,5.2092770429425626,-2.4937027707808603,1198.9,1170.6,1191.0,BULLISH
Zydus Wellness Ltd.,ZYDUSWELL,Fast Moving Consumer Goods,17635,31.371674840243713,39.96569468267581,-8.163795342394595,3.7761690471531897,0.7311746272908599,541.55,525.1,526.55,MIXED
eClerx Services Ltd.,ECLERX,Services,15179,-6.336910430436121,28.216104030872017,7.1200216743430005,8.45402677199913,1.0943492712861207,1998.0,1930.0,1955.5,MIXED
